Question ID;User Name;User Email;Submitted Date/Time;Student Answer
17;Student24;dish_washer@abc.se;Feb 17, 2020 11:15:41;B
17;Student25;handsoap@abc.se;Feb 17, 2020 11:16:24;B
17;Student26;sink@abc.se;Feb 17, 2020 11:15:36;B
17;Student27;tap@abc.se;Feb 17, 2020 11:15:52;B
7;Student1;table@abc.se;Feb 17, 2020 10:31:09;C
7;Student2;chair@abc.se;Feb 17, 2020 10:31:30;C
7;Student3;spoon@abc.se;Feb 17, 2020 10:31:19;C
7;Student4;plate@abc.se;Feb 17, 2020 10:32:09;B
7;Student5;fork@abc.se;Feb 17, 2020 10:31:24;D
7;Student6;knife@abc.se;Feb 17, 2020 10:31:52;B
7;Student7;saucer@abc.se;Feb 17, 2020 10:31:33;C
7;Student8;glass@abc.se;Feb 17, 2020 10:31:17;C
7;Student9;chopsticks@abc.se;Feb 17, 2020 10:31:24;C
7;Student10;cutlery@abc.se;Feb 17, 2020 10:32:00;C
7;Student11;tablemat@abc.se;Feb 17, 2020 10:31:29;C
7;Student12;candle@abc.se;Feb 17, 2020 10:31:14;C
7;Student13;candle_holder@abc.se;Feb 17, 2020 10:32:15;C
7;Student14;kettle@abc.se;Feb 17, 2020 10:31:14;B
7;Student15;jar@abc.se;Feb 17, 2020 10:32:07;A
7;Student16;jug@abc.se;Feb 17, 2020 10:31:30;C
7;Student17;wipe@abc.se;Feb 17, 2020 10:31:42;C
7;Student18;flower@abc.se;Feb 17, 2020 10:31:52;C
7;Student19;pan@abc.se;Feb 17, 2020 10:31:33;C
7;Student20;lid@abc.se;Feb 17, 2020 10:31:53;C
7;Student21;brush@abc.se;Feb 17, 2020 10:31:42;B
7;Student22;soap@abc.se;Feb 17, 2020 10:31:29;C
7;Student23;dishes@abc.se;Feb 17, 2020 10:31:09;C
7;Student24;dish_washer@abc.se;Feb 17, 2020 10:31:45;B
7;Student25;handsoap@abc.se;Feb 17, 2020 10:32:05;A
7;Student26;sink@abc.se;Feb 17, 2020 10:31:23;C
7;Student27;tap@abc.se;Feb 17, 2020 10:32:05;D
2;Student1;table@abc.se;Feb 17, 2020 10:17:42;D
2;Student2;chair@abc.se;Feb 17, 2020 10:17:18;B
2;Student3;spoon@abc.se;Feb 17, 2020 10:17:15;B
2;Student4;plate@abc.se;Feb 17, 2020 10:16:41;A
2;Student5;fork@abc.se;Feb 17, 2020 10:17:07;D
2;Student6;knife@abc.se;Feb 17, 2020 10:16:50;B
2;Student7;saucer@abc.se;Feb 17, 2020 10:16:52;B
2;Student8;glass@abc.se;Feb 17, 2020 10:16:46;C
2;Student9;chopsticks@abc.se;Feb 17, 2020 10:16:47;B
2;Student10;cutlery@abc.se;Feb 17, 2020 10:16:49;A
2;Student11;tablemat@abc.se;Feb 17, 2020 10:17:18;B
2;Student12;candle@abc.se;Feb 17, 2020 10:17:28;C
2;Student13;candle_holder@abc.se;Feb 17, 2020 10:17:04;B
2;Student14;kettle@abc.se;Feb 17, 2020 10:16:35;B
2;Student15;jar@abc.se;Feb 17, 2020 10:17:45;D
2;Student16;jug@abc.se;Feb 17, 2020 10:16:45;B
2;Student17;wipe@abc.se;Feb 17, 2020 10:17:05;B
2;Student18;flower@abc.se;Feb 17, 2020 10:16:50;B
2;Student19;pan@abc.se;Feb 17, 2020 10:17:05;A
2;Student20;lid@abc.se;Feb 17, 2020 10:17:08;B
2;Student21;brush@abc.se;Feb 17, 2020 10:16:58;B
2;Student22;soap@abc.se;Feb 17, 2020 10:17:34;A
2;Student23;dishes@abc.se;Feb 17, 2020 10:16:34;B
2;Student24;dish_washer@abc.se;Feb 17, 2020 10:16:57;B
2;Student25;handsoap@abc.se;Feb 17, 2020 10:16:56;D
2;Student26;sink@abc.se;Feb 17, 2020 10:17:10;B
2;Student27;tap@abc.se;Feb 17, 2020 10:17:11;D
